File name,Size,Entropy,Chi-score,Serial Correlation,P-val Z,P-val Chi,Monte Carlo,Iterations,Monobit,Poker,Run,Long run,Frequency_pvalue,Frequency_proportion,Block Frequency_pvalue,Block Frequency_proportion,Cumulative Sums_pvalue,Cumulative Sums_proportion,Runs_pvalue,Runs_proportion,Longest Run_pvalue,Longest Run_proportion,Rank_pvalue,Rank_proportion,FFT_pvalue,FFT_proportion,NonOverlapping Template_pvalue,NonOverlapping Template_proportion,Overlapping Template_pvalue,Overlapping Template_proportion,Universal_pvalue,Universal_proportion,Approximate Entropy_pvalue,Approximate Entropy_proportion,Random Excursions_pvalue,Random Excursions_proportion,Random Excursions Variant_pvalue,Random Excursions Variant_proportion,Serial_pvalue,Serial_proportion,Linear Complexity_pvalue,Linear Complexity_proportion
./64/video/enc/encrypted_01TP_extract.avi02.enc-aes-192-cbc3805,65536.0,7.997121562497847,260.8671875,-0.004653336070479003,1.0,0.9999999999984466,3.1375206006225964,26.0,1.0,1.0,1.0,1.0,0.534146,1.0,0.534146,1.0,0.14234434520465786,1.0,0.739918,1.0,0.350485,1.0,0.534146,1.0,0.911413,1.0,0.47070028748922255,0.9952702702702704,0.739918,1.0,0.000000,0.0,0.213309,1.0,----,----,----,----,0.6431422468730241,0.95,0.911413,1.0
./64/video/enc/encrypted_01TP_extract.avi02.enc-aes-192-cbc6504,65536.0,7.997173307095458,255.5546875,0.00019310547135910648,1.0,0.9999999999984466,3.137886833913203,26.0,1.0,1.0,0.9615384615384616,0.9615384615384616,0.350485,1.0,0.350485,1.0,0.9400561843792795,1.0,0.534146,1.0,0.350485,1.0,0.534146,1.0,0.534146,1.0,0.43883081385528977,0.9925675675675676,0.350485,0.9,0.000000,0.0,0.534146,0.9,----,----,----,----,0.5008851731875679,1.0,0.739918,1.0
./64/video/enc/encrypted_01TP_extract.avi02.enc-aes-192-cbc8406,65536.0,7.99716486444753,256.0859375,-0.006849566070797183,1.0,0.9999999999984466,3.139351767075627,26.0,1.0,1.0,1.0,1.0,0.350485,1.0,0.739918,1.0,0.512816217188601,1.0,0.122325,1.0,0.739918,1.0,0.739918,1.0,0.350485,1.0,0.46466175014610034,0.9871621621621621,0.991468,0.9,0.000000,0.0,0.213309,0.8,----,1.0,----,1.0,0.4492237077530251,1.0,0.350485,1.0
./64/video/enc/encrypted_01TP_extract.avi00.enc-camellia-256-cbc7013,65536.0,7.997168810594228,257.90625,-0.003310561476418574,1.0,0.9999999999984466,3.1184764695110787,26.0,1.0,1.0,1.0,1.0,0.534146,1.0,0.350485,1.0,0.4492237077530251,1.0,0.739918,1.0,0.066882,1.0,0.739918,1.0,0.739918,0.9,0.6940999465430895,0.9891891891891892,0.911413,1.0,0.000000,0.0,0.122325,1.0,----,1.0,----,1.0,0.18609920848442388,0.95,0.911413,1.0
./64/video/enc/encrypted_01TP_extract.avi01.enc-camellia-128-cbc3009,65536.0,7.997065817876031,266.953125,-0.0060757132095538855,1.0,0.9999999999984466,3.1389855337850214,26.0,1.0,1.0,1.0,1.0,0.534146,1.0,0.739918,1.0,0.1779023162651255,1.0,0.213309,1.0,0.739918,1.0,0.213309,1.0,0.534146,1.0,0.6552274894118907,0.9885135135135136,0.008879,1.0,0.000000,0.0,0.991468,1.0,----,----,----,----,0.18609920848442388,1.0,0.122325,1.0
./64/video/enc/encrypted_01TP_extract.avi01.enc-aes-256-cbc7204,65536.0,7.997176688810818,254.9765625,-0.0021756011188820315,1.0,0.9999999999984466,3.147408899468961,26.0,1.0,1.0,1.0,1.0,0.350485,1.0,0.739918,1.0,0.762111684149774,1.0,0.911413,1.0,0.739918,0.9,0.350485,1.0,0.911413,1.0,0.8234733816810749,0.9871621621621621,0.350485,1.0,0.000000,0.0,0.350485,1.0,----,----,----,----,0.512816217188601,1.0,0.017912,1.0
./64/video/enc/encrypted_01TP_extract.avi01.enc-camellia-128-cbc8906,65536.0,7.997227542975635,251.65625,0.0047193763411641715,1.0,0.9999999999984466,3.1485075993407796,26.0,1.0,1.0,1.0,1.0,0.213309,1.0,0.066882,0.9,0.762111684149774,1.0,0.534146,0.9,0.534146,0.9,0.122325,1.0,0.350485,1.0,0.4457777975615805,0.9851351351351352,0.739918,1.0,0.000000,0.0,0.534146,1.0,----,1.0,----,1.0,0.24359576691718723,0.95,0.739918,1.0
./64/video/enc/encrypted_01TP_extract.avi02.enc-camellia-192-cbc1605,65536.0,7.997109552101726,260.625,0.004054121182221835,1.0,0.9999999999984466,3.1184764695110787,26.0,1.0,1.0,1.0,1.0,0.534146,1.0,0.066882,1.0,0.24359576691718723,1.0,0.739918,1.0,0.122325,1.0,0.350485,1.0,0.739918,1.0,0.3073253039543011,0.9885135135135136,0.350485,1.0,0.000000,0.0,0.534146,1.0,----,1.0,----,1.0,0.24359576691718723,1.0,0.213309,0.9
./64/video/enc/encrypted_01TP_extract.avi00.enc-aes-256-cbc4315,65536.0,7.997368399341592,239.4296875,-0.0005842406801277447,1.0,0.9999999999984466,3.1316608679728986,26.0,1.0,1.0,1.0,1.0,0.035174,1.0,0.739918,1.0,0.762111684149774,1.0,0.213309,1.0,0.534146,1.0,0.350485,1.0,0.035174,1.0,0.8665873803569042,0.9898648648648649,0.122325,1.0,0.000000,0.0,0.213309,1.0,----,----,----,----,0.9952003036011465,0.95,0.122325,1.0
./64/video/enc/encrypted_01TP_extract.avi00.enc-camellia-128-cbc6905,65536.0,7.997330768549597,242.4453125,-0.002435868134444715,1.0,0.9999999999984466,3.1356894341695667,26.0,1.0,1.0,1.0,1.0,0.350485,1.0,0.534146,1.0,0.2686521510341647,1.0,0.122325,1.0,0.122325,1.0,0.534146,1.0,0.739918,1.0,0.08222923808607788,0.9871621621621621,0.534146,1.0,0.000000,0.0,0.213309,1.0,----,1.0,----,1.0,0.6093359613704614,1.0,0.008879,1.0
./64/video/enc/encrypted_01TP_extract.avi02.enc-camellia-128-cbc3410,65536.0,7.9967684606216825,294.4609375,-0.007869724859549784,1.0,0.9999999999984466,3.15326863211866,26.0,1.0,1.0,1.0,1.0,0.213309,1.0,0.739918,1.0,0.4492237077530251,0.9,0.534146,1.0,0.534146,1.0,0.350485,1.0,0.911413,1.0,0.7561527072518662,0.9878378378378377,0.534146,1.0,0.000000,0.0,0.534146,1.0,----,----,----,----,0.6431422468730241,1.0,0.122325,1.0
./64/video/enc/encrypted_01TP_extract.avi02.enc-aes-256-cbc2709,65536.0,7.996507588060274,317.6796875,0.002383446582503208,1.0,0.9999999999984466,3.1492400659219917,26.0,1.0,1.0,1.0,1.0,0.350485,0.9,0.213309,1.0,0.5008851731875679,0.95,0.534146,1.0,0.350485,1.0,0.534146,1.0,0.350485,1.0,0.1174381194437221,0.9939189189189189,0.035174,1.0,0.000000,0.0,0.350485,1.0,----,----,----,----,0.512816217188601,1.0,0.066882,1.0
./64/video/enc/encrypted_01TP_extract.avi01.enc-camellia-256-cbc3711,65536.0,7.997604943376817,217.2109375,0.002143938091424978,1.0,0.9999999999984466,3.139351767075627,26.0,1.0,1.0,1.0,1.0,0.534146,1.0,0.350485,1.0,0.12123046480852778,1.0,0.534146,1.0,0.213309,1.0,0.739918,1.0,0.350485,1.0,0.3237765492745832,0.9851351351351352,0.739918,1.0,0.000000,0.0,0.534146,0.9,----,----,----,----,0.03811130721757286,1.0,0.534146,1.0
./64/video/enc/encrypted_01TP_extract.avi02.enc-aes-128-cbc0604,65536.0,7.9972518966695,249.5,-0.004458063119578565,1.0,0.9999999999984466,3.1554660318622965,26.0,1.0,1.0,1.0,1.0,0.739918,1.0,0.008879,1.0,0.015607886241904179,1.0,0.911413,1.0,0.534146,1.0,0.534146,1.0,0.122325,1.0,0.7700520661875776,0.9905405405405405,0.350485,1.0,0.000000,0.0,0.350485,1.0,----,----,----,----,0.9400561843792795,1.0,0.991468,1.0
./64/video/enc/encrypted_01TP_extract.avi00.enc-camellia-192-cbc5913,65536.0,7.9971293541018715,262.0,-0.0005982113901964668,1.0,0.9999999999984466,3.1503387657938107,26.0,1.0,1.0,1.0,1.0,0.739918,1.0,0.739918,1.0,0.96086449527702,1.0,0.213309,1.0,0.350485,1.0,0.350485,1.0,0.534146,1.0,0.9825944405997016,0.9851351351351352,0.911413,1.0,0.000000,0.0,0.350485,1.0,----,1.0,----,1.0,0.08350426042840936,1.0,0.739918,1.0
./64/video/enc/encrypted_01TP_extract.avi02.enc-camellia-256-cbc1200,65536.0,7.997218682123194,250.1015625,-0.0012084744498597991,1.0,0.9999999999984466,3.1459439663065374,26.0,1.0,1.0,1.0,1.0,0.213309,1.0,0.911413,1.0,0.8372681281023225,0.95,0.350485,1.0,0.066882,0.9,0.739918,1.0,0.739918,1.0,0.741421646254952,0.9878378378378377,0.066882,1.0,0.000000,0.0,0.213309,1.0,----,----,----,----,0.24359576691718723,1.0,0.213309,0.9
